time (UTC),latitude (degrees_north),longitude (degrees_east),tmpsfc (K),tmp2m (K),ugrd10m (m s-1),vgrd10m (m s-1),pratesfc (kg m-2 s-1),rh2m (%),prmslmsl (Pa),dlwrfsfc (W m-2),dswrfsfc (W m-2)
2018-02-23T21:00:00Z,38.0,58.0,278.00583,278.8757,-1.6436963,0.0034179688,0.0,74.66492,101512.836,271.0,0.0
2018-02-24T00:00:00Z,38.0,58.0,277.00214,278.03946,-1.2565478,0.43093017,0.0,81.272484,101469.24,272.0,0.0
2018-02-24T03:00:00Z,38.0,58.0,275.7163,277.54193,-1.3674096,0.92229736,0.0,83.484795,101498.266,265.0,0.0
2018-02-24T06:00:00Z,38.0,58.0,290.1708,282.90997,-2.9414427,0.16467772,0.0,57.90774,101437.13,265.0,131.0
2018-02-24T09:00:00Z,38.0,58.0,298.2881,285.96188,-3.6460302,-0.66850096,0.0,48.900414,101249.16,283.0,650.0
2018-02-24T12:00:00Z,38.0,58.0,290.51956,285.32617,-3.9948559,-0.25771484,NaN,54.6197,101171.125,NaN,NaN
2018-02-24T15:00:00Z,38.0,58.0,283.02847,283.51465,-2.6277955,0.26273438,2.0E-6,63.25257,101321.414,289.0,80.0
2018-02-24T18:00:00Z,38.0,58.0,281.16055,282.42957,-1.5905029,0.7794653,1.0E-6,66.01522,101278.68,288.0,38.0
2018-02-24T21:00:00Z,38.0,58.0,280.20435,281.97873,-1.3031957,1.1164258,0.0,64.81831,101202.15,285.0,0.0
2018-02-25T00:00:00Z,38.0,58.0,279.2255,281.1649,-0.7108752,0.9388525,0.0,67.03338,101099.41,289.0,0.0
2018-02-25T03:00:00Z,38.0,58.0,279.6271,281.07883,-0.18117186,0.6444287,0.0,69.74947,101116.4,306.0,0.0
2018-02-25T06:00:00Z,38.0,58.0,286.49188,284.39178,-0.28061524,0.28356934,1.4E-5,58.789307,101072.04,316.0,43.0
2018-02-25T09:00:00Z,38.0,58.0,298.77612,287.33856,-1.0944214,-2.147688,1.0E-5,49.7,100813.16,326.0,450.0
2018-02-25T12:00:00Z,38.0,58.0,289.28116,285.29556,-1.9443432,-1.6426343,NaN,67.200005,100770.625,NaN,NaN
2018-02-25T15:00:00Z,38.0,58.0,284.01404,283.7819,-0.18255126,-1.0747974,4.0E-6,77.41393,100794.016,321.4613,50.0
2018-02-25T18:00:00Z,38.0,58.0,282.6013,283.02136,1.1158813,-0.8407617,3.0E-6,81.00546,100709.74,320.0,24.0
2018-02-25T21:00:00Z,38.0,58.0,282.4343,282.53873,2.172854,-1.1401001,4.0E-6,82.86634,100732.28,324.0747,0.0
2018-02-26T00:00:00Z,38.0,58.0,280.80637,281.75974,2.0715723,-0.6977197,2.0E-6,84.24235,100796.87,320.0747,0.0
2018-02-26T03:00:00Z,38.0,58.0,278.73654,280.479,1.6433544,0.55038327,0.0,83.200005,100912.39,287.65723,0.0
2018-02-26T06:00:00Z,38.0,58.0,293.9,285.1471,0.7375366,-0.9150415,0.0,52.8,101052.7,281.0,136.0
2018-02-26T09:00:00Z,38.0,58.0,301.79636,288.38336,2.2507324,-1.6462207,0.0,33.9,101014.555,286.0,670.0
2018-02-26T12:00:00Z,38.0,58.0,293.5,287.56238,1.360205,-1.4592334,NaN,39.0,100973.79,NaN,NaN
2018-02-26T15:00:00Z,38.0,58.0,284.23633,284.63907,-0.95155513,-0.41664305,1.0E-6,56.229767,101245.09,285.0,90.0
2018-02-26T18:00:00Z,38.0,58.0,281.6965,282.70193,0.011433105,0.47545898,1.0E-6,63.927773,101357.91,278.3169,43.0
2018-02-26T21:00:00Z,38.0,58.0,279.90747,281.46277,-0.04765869,0.9124072,0.0,66.990685,101435.96,270.0,0.0
2018-02-27T00:00:00Z,38.0,58.0,278.5239,280.67862,-0.2613562,1.2533106,0.0,65.5,101515.32,270.0,0.0
2018-02-27T03:00:00Z,38.0,58.0,277.6169,280.04395,-0.40427002,1.2032324,0.0,62.100002,101620.23,268.0,0.0
2018-02-27T06:00:00Z,38.0,58.0,293.2,286.43707,-1.5605713,0.28487304,0.0,38.4,101621.27,274.0,122.0
2018-02-27T09:00:00Z,38.0,58.0,302.244,289.3671,-2.5849242,-1.190122,0.0,33.2,101425.1,291.0,660.0
2018-02-27T12:00:00Z,38.0,58.0,293.29514,287.68195,-3.6507568,-1.57614,NaN,45.9,101445.43,NaN,NaN
2018-02-27T15:00:00Z,38.0,58.0,285.0,285.2323,-2.2339404,-0.84365964,0.0,60.82443,101516.65,294.34277,90.0
2018-02-27T18:00:00Z,38.0,58.0,283.72003,284.21786,-1.2872949,-0.3471338,1.0E-6,62.600002,101538.23,299.0,43.0
2018-02-27T21:00:00Z,38.0,58.0,281.53525,282.89682,-1.3746264,0.2740576,1.0E-6,64.0,101504.57,295.0,0.0
2018-02-28T00:00:00Z,38.0,58.0,280.63892,281.9318,-0.5226855,0.1124585,1.0E-6,63.5,101438.836,294.0,0.0
2018-02-28T03:00:00Z,38.0,58.0,280.7,281.8614,-0.070930175,-0.28854492,2.0E-6,60.848663,101521.75,308.62564,0.0
2018-02-28T06:00:00Z,38.0,58.0,294.9218,286.23096,-1.1341919,-1.1252637,1.0E-6,43.100002,101535.99,297.0,134.0
2018-02-28T09:00:00Z,38.0,58.0,302.11072,288.31235,-1.2684522,-2.6668139,0.0,40.8,101465.68,295.0,660.0
2018-02-28T12:00:00Z,38.0,58.0,293.30002,287.05344,-1.3206005,-2.6077294,NaN,51.600002,101474.98,NaN,NaN
2018-02-28T15:00:00Z,38.0,58.0,285.5088,285.05438,-0.6226001,-2.1767042,1.0E-6,62.7,101636.51,303.0,80.0
2018-02-28T18:00:00Z,38.0,58.0,283.98282,283.6604,0.36634764,-1.4226049,3.0E-6,70.7679,101640.44,308.0,37.0
2018-02-28T21:00:00Z,38.0,58.0,282.86963,282.91226,0.9508276,-1.2944287,0.0,73.833786,101604.29,308.51282,0.0
2018-03-01T00:00:00Z,38.0,58.0,281.66956,282.08524,1.2164575,-1.055221,3.0E-6,75.3,101568.15,309.0,0.0
2018-03-01T03:00:00Z,38.0,58.0,280.50293,281.1722,0.5593433,-0.7938696,0.0,78.33583,101619.266,294.0,0.0
2018-03-01T06:00:00Z,38.0,58.0,294.1,284.3346,-0.28612792,-1.8754296,0.0,59.020668,101570.61,292.0,133.0
2018-03-01T09:00:00Z,38.0,58.0,301.30234,286.15503,-1.5441992,-2.2331786,0.0,50.31197,101384.44,304.0,640.0
2018-03-01T12:00:00Z,38.0,58.0,291.90234,284.87756,-2.565398,-1.700332,NaN,59.07334,101353.2,NaN,NaN
2018-03-01T15:00:00Z,38.0,58.0,284.2,283.4758,-2.018518,-1.2798169,0.0,68.7534,101422.664,297.0,80.0
2018-03-01T18:00:00Z,38.0,58.0,282.06955,282.36072,-1.7660497,0.0987207,0.0,75.10651,101449.336,290.0,42.0
2018-03-01T21:00:00Z,38.0,58.0,280.0377,281.25476,-1.2428613,0.7026684,0.0,77.88938,101447.24,271.0,0.0
2018-03-02T00:00:00Z,38.0,58.0,278.5,280.31424,-1.2707324,0.8403381,0.0,79.119865,101419.77,269.0,0.0
2018-03-02T03:00:00Z,38.0,58.0,278.00488,279.9769,-1.2233593,1.1671289,0.0,75.91418,101491.82,267.0,0.0
2018-03-02T06:00:00Z,38.0,58.0,293.49316,285.0899,-2.5403028,-0.024350585,0.0,51.115143,101522.12,270.0,139.0
2018-03-02T09:00:00Z,38.0,58.0,301.31192,287.77762,-2.599768,-0.9598999,0.0,42.457188,101425.27,294.0,650.0
2018-03-02T12:00:00Z,38.0,58.0,293.68674,287.07086,-1.9543579,-1.4488586,NaN,46.4,101516.54,NaN,NaN
2018-03-02T15:00:00Z,38.0,58.0,285.01544,285.03348,-0.7748535,-0.87954587,1.0E-5,58.15977,101710.42,302.0,80.0
2018-03-02T18:00:00Z,38.0,58.0,283.04874,283.67975,0.08124755,0.82276124,7.0E-6,64.49957,101814.016,299.0,40.0
2018-03-02T21:00:00Z,38.0,58.0,281.09595,282.5188,0.94933593,0.14958984,0.0,66.547295,101831.44,281.0,0.0
2018-03-03T00:00:00Z,38.0,58.0,279.28506,280.35837,0.57414794,-0.28461426,0.0,75.77896,101802.875,279.0,0.0
2018-03-03T03:00:00Z,38.0,58.0,279.64386,280.19998,-0.23916748,-0.34833738,0.0,72.99172,101868.625,286.0,0.0
2018-03-03T06:00:00Z,38.0,58.0,289.30746,282.3252,-0.97164303,-1.3127099,0.0,63.88086,101890.78,296.0,88.0
2018-03-03T09:00:00Z,38.0,58.0,298.6,284.235,-1.5284082,-2.242478,0.0,57.290962,101751.08,303.09558,540.0
2018-03-03T12:00:00Z,38.0,58.0,291.9028,284.1782,-1.4787256,-1.9328833,NaN,58.302654,101612.234,NaN,NaN
2018-03-03T15:00:00Z,38.0,58.0,282.81104,282.34488,-2.0007787,-0.92578125,0.0,67.35505,101644.22,282.0,90.0
2018-03-03T18:00:00Z,38.0,58.0,280.9057,281.55756,-1.2238036,0.46068358,0.0,68.3844,101611.195,275.0,45.0
2018-03-03T21:00:00Z,38.0,58.0,279.38464,280.9273,-0.6840478,1.3659619,0.0,66.11897,101489.125,265.0,0.0
2018-03-04T00:00:00Z,38.0,58.0,277.98764,280.40057,-0.11737793,1.6860718,0.0,61.048275,101393.98,264.0,0.0
2018-03-04T03:00:00Z,38.0,58.0,277.7213,280.60184,0.2580078,2.0005689,0.0,51.902527,101411.79,260.0,0.0
2018-03-04T06:00:00Z,38.0,58.0,295.90778,287.57053,-1.1807519,0.6864868,0.0,31.55316,101366.15,264.0,154.0
2018-03-04T09:00:00Z,38.0,58.0,304.70773,290.588,-2.1316504,-0.07808838,0.0,26.921412,101182.83,291.0,690.0
2018-03-04T12:00:00Z,38.0,58.0,296.73526,291.23087,-2.4554322,0.23345214,NaN,26.1,101035.44,NaN,NaN
2018-03-04T15:00:00Z,38.0,58.0,286.6459,288.0648,-1.9434106,2.7205052,0.0,39.88244,101109.75,291.14697,100.0
2018-03-04T18:00:00Z,38.0,58.0,284.80002,287.16245,0.45274413,2.940542,0.0,35.7,101112.78,287.14697,50.0
2018-03-04T21:00:00Z,38.0,58.0,283.62463,286.9065,1.2833447,3.1237476,0.0,31.292542,101068.62,280.0,0.0
2018-03-05T00:00:00Z,38.0,58.0,283.0,286.75046,1.738015,3.4390306,0.0,31.641321,100972.78,279.80676,0.0
2018-03-05T03:00:00Z,38.0,58.0,283.6,286.9503,2.172429,4.0119433,0.0,33.20136,100965.6,281.63025,0.0
2018-03-05T06:00:00Z,38.0,58.0,300.0461,293.8315,1.2484424,2.9280176,0.0,19.694782,100917.02,286.0,153.0
2018-03-05T09:00:00Z,38.0,58.0,308.9,296.41733,2.0925684,2.2806616,0.0,15.792772,100757.12,307.34277,710.0
2018-03-05T12:00:00Z,38.0,58.0,300.61594,296.72025,3.8163402,2.2607958,NaN,17.908192,100651.734,NaN,NaN
2018-03-05T15:00:00Z,38.0,58.0,290.13824,292.5654,1.9290771,2.1976612,0.0,27.4,100808.74,308.34277,100.0
2018-03-05T18:00:00Z,38.0,58.0,288.6334,291.27768,1.9778711,2.8440747,0.0,29.6,100964.19,306.0,50.0
2018-03-05T21:00:00Z,38.0,58.0,287.0,290.27243,1.7035644,3.2579515,0.0,29.81751,101091.914,300.0,0.0
2018-03-06T00:00:00Z,38.0,58.0,283.83145,285.51608,0.4145288,-0.3880493,1.0E-6,47.22206,101328.4,300.0,0.0
2018-03-06T03:00:00Z,38.0,58.0,282.67545,283.73764,1.0855786,-0.9964453,0.0,59.460297,101672.52,286.0,0.0
2018-03-06T06:00:00Z,38.0,58.0,293.2,285.285,0.36771482,-2.7770653,0.0,57.701107,101916.836,293.0,114.0
2018-03-06T09:00:00Z,38.0,58.0,293.12506,284.56122,-1.0354736,-2.4933667,2.0E-5,64.34129,101932.9,333.0,370.0
2018-03-06T12:00:00Z,38.0,58.0,291.27255,283.95096,-1.4008496,-2.6352708,NaN,64.78985,102024.71,NaN,NaN
2018-03-06T15:00:00Z,38.0,58.0,283.4,282.17722,-1.8717163,-1.1674218,0.0,70.82138,102165.55,306.0,90.0
2018-03-06T18:00:00Z,38.0,58.0,281.4,281.66602,-2.1709447,0.14173095,0.0,68.58828,102218.75,291.0,45.0
2018-03-06T21:00:00Z,38.0,58.0,280.0,280.98322,-2.0566356,0.69068605,0.0,72.64326,102149.0,272.0,0.0
2018-03-07T00:00:00Z,38.0,58.0,278.8441,280.34805,-1.6935644,0.857561,0.0,78.64554,102005.53,270.0,0.0
2018-03-07T03:00:00Z,38.0,58.0,278.9,280.6307,-1.8881177,1.3936645,0.0,74.47033,101959.57,270.14697,0.0
2018-03-07T06:00:00Z,38.0,58.0,294.52243,286.10797,-3.8712084,0.27820313,0.0,52.14142,101860.91,275.0,153.0
2018-03-07T09:00:00Z,38.0,58.0,301.02637,288.97766,-4.689968,-0.58713377,0.0,45.70706,101659.96,303.0,660.0
2018-03-07T12:00:00Z,38.0,58.0,290.82477,286.94174,-4.918447,-0.25377685,NaN,54.7337,101481.46,NaN,NaN
2018-03-07T15:00:00Z,38.0,58.0,286.14926,285.58163,-4.044453,1.1481519,4.1E-5,63.7,101446.01,338.0,50.0
2018-03-07T18:00:00Z,38.0,58.0,285.394,285.2301,-3.0613623,0.6125854,5.5E-5,66.0,101387.68,340.0,23.0
2018-03-07T21:00:00Z,38.0,58.0,284.38068,283.75613,-0.8910864,-0.38886473,1.41E-4,66.3,101285.96,338.0,0.0
2018-03-08T00:00:00Z,38.0,58.0,282.03867,282.68127,-0.909331,0.20238525,7.6E-5,62.320263,101216.28,326.0,0.0
2018-03-08T03:00:00Z,38.0,58.0,280.58304,281.7338,-0.12231201,0.9802612,0.0,62.100002,101245.87,282.0,0.0
2018-03-08T06:00:00Z,38.0,58.0,295.69998,287.35046,-0.090222165,-0.13266113,0.0,39.9,101172.66,286.0,140.0
2018-03-08T09:00:00Z,38.0,58.0,305.98935,291.07346,0.827727,-1.2742797,0.0,29.300001,100994.125,308.0,690.0
2018-03-08T12:00:00Z,38.0,58.0,297.9,292.19998,3.7394383,-1.3010278,NaN,28.044676,100828.26,NaN,NaN
2018-03-08T15:00:00Z,38.0,58.0,287.29987,288.1,-0.49339354,0.37443846,0.0,41.7,100892.805,298.0,110.0
2018-03-08T18:00:00Z,38.0,58.0,285.373,287.2,0.70504147,2.082827,0.0,43.174652,100869.164,292.0,54.0
2018-03-08T21:00:00Z,38.0,58.0,284.1,287.0888,1.3628613,2.6494603,0.0,40.757458,100802.87,284.34305,0.0
2018-03-09T00:00:00Z,38.0,58.0,283.26474,286.7707,1.4625634,2.7462647,0.0,41.5,100684.23,284.0,0.0
2018-03-09T03:00:00Z,38.0,58.0,283.80038,287.22845,1.740647,3.3474438,0.0,40.86504,100699.75,282.0,0.0
2018-03-09T06:00:00Z,38.0,58.0,297.96338,293.62967,0.8548144,2.7966113,0.0,25.865051,100591.19,295.0,136.0
2018-03-09T09:00:00Z,38.0,58.0,309.73068,297.36804,2.0027344,2.3990746,0.0,18.633896,100387.36,332.0,630.0
2018-03-09T12:00:00Z,38.0,58.0,301.96017,297.7,1.6988842,3.8601317,NaN,18.379091,100106.07,NaN,NaN
2018-03-09T15:00:00Z,38.0,58.0,290.79288,293.50507,1.4364673,2.2084692,0.0,25.837585,100152.28,313.0,110.0
2018-03-09T18:00:00Z,38.0,58.0,289.86166,292.6,1.5918847,4.2781544,0.0,26.5,100055.64,309.0,55.0
2018-03-09T21:00:00Z,38.0,58.0,290.95386,294.25583,4.7775755,7.2624826,0.0,20.4,100001.3,318.0,0.0
2018-03-10T00:00:00Z,38.0,58.0,288.6646,292.2329,5.1152854,3.0794995,0.0,23.0,100117.055,314.0,0.0
2018-03-10T03:00:00Z,38.0,58.0,287.2169,289.72287,3.646587,2.1213744,0.0,32.33712,100433.33,296.0,0.0
2018-03-10T06:00:00Z,38.0,58.0,297.30002,291.85764,4.9588256,1.1339746,0.0,30.026556,100704.8,305.0,126.0
2018-03-10T09:00:00Z,38.0,58.0,303.59225,291.15536,8.003615,1.7551489,0.0,36.686127,100828.836,309.86923,700.0
2018-03-10T12:00:00Z,38.0,58.0,295.53442,289.3,5.546904,3.021128,NaN,38.23081,101041.62,NaN,NaN
2018-03-10T15:00:00Z,38.0,58.0,286.38068,286.5,3.4654737,1.1481616,0.0,44.88468,101287.195,288.0,110.0
2018-03-10T18:00:00Z,38.0,58.0,283.9,284.64615,2.1678882,0.4255713,0.0,51.67945,101491.86,281.0,55.0
2018-03-10T21:00:00Z,38.0,58.0,281.41934,281.91232,0.19545898,-0.26052734,0.0,64.3,101596.25,268.0,0.0
2018-03-11T00:00:00Z,38.0,58.0,279.51935,280.04465,-0.9570923,-0.3313916,0.0,73.424095,101610.234,265.0,0.0
2018-03-11T03:00:00Z,38.0,58.0,279.34445,279.59647,-1.6036767,0.13213378,0.0,74.44188,101656.18,257.0,0.0
2018-03-11T06:00:00Z,38.0,58.0,294.97296,283.07187,-2.1177733,-1.0872973,0.0,58.4,101596.5,259.0,175.0
2018-03-11T09:00:00Z,38.0,58.0,302.50122,285.9361,-2.7183788,-2.0531664,0.0,50.9,101521.164,283.0,730.0
2018-03-11T12:00:00Z,38.0,58.0,292.70197,285.0317,-3.0414062,-2.2423584,NaN,58.100002,101484.43,NaN,NaN
2018-03-11T15:00:00Z,38.0,58.0,284.6846,283.4,-2.3583863,-1.3056226,0.0,65.80315,101555.19,297.0,90.0
2018-03-11T18:00:00Z,38.0,58.0,283.05157,282.5,-2.2610693,-1.0356152,0.0,68.3,101592.625,295.0,46.0
2018-03-11T21:00:00Z,38.0,58.0,281.59995,281.7,-1.9776342,-0.48274168,0.0,71.25931,101591.46,289.21924,0.0
2018-03-12T00:00:00Z,38.0,58.0,280.6806,281.1435,-1.7671386,0.10063843,0.0,72.53249,101549.66,290.0,0.0
2018-03-12T03:00:00Z,38.0,58.0,280.6336,281.10303,-1.4866723,0.16940674,0.0,69.700005,101555.12,284.0,0.0
2018-03-12T06:00:00Z,38.0,58.0,294.59958,284.7117,-3.0863085,-0.6330957,0.0,53.5,101523.62,285.0,145.0
2018-03-12T09:00:00Z,38.0,58.0,303.60385,287.432,-2.9545996,-1.6392969,0.0,46.600002,101425.805,292.0,730.0
2018-03-12T12:00:00Z,38.0,58.0,293.9084,286.20752,-3.550349,-1.8949585,NaN,52.600002,101378.195,NaN,NaN
2018-03-12T15:00:00Z,38.0,58.0,285.5294,284.32422,-2.5250268,-1.522373,0.0,64.00419,101506.61,306.0,100.0
2018-03-12T18:00:00Z,38.0,58.0,285.05093,283.6,-0.8291894,-1.783601,2.0E-5,70.8,101661.664,317.0,49.0
2018-03-12T21:00:00Z,38.0,58.0,283.11667,281.0965,2.9625537,-4.847615,3.5E-4,81.4,101798.31,337.90317,0.0
2018-03-13T00:00:00Z,38.0,58.0,280.96582,278.46664,1.2683593,-3.4011497,3.2E-4,86.8,101935.336,336.0,0.0
2018-03-13T03:00:00Z,38.0,58.0,280.18304,277.9355,0.41021973,-3.2781713,1.3999999E-4,88.5,102110.48,328.0,0.0
2018-03-13T06:00:00Z,38.0,58.0,283.0518,278.3425,-0.56213135,-2.4452147,1.0E-4,81.5,102221.66,328.38916,38.0
2018-03-13T09:00:00Z,38.0,58.0,288.0222,279.65973,-0.60392576,-2.488374,1.0E-5,74.1,102133.555,315.0,260.0
2018-03-13T12:00:00Z,38.0,58.0,286.64883,280.2,-1.5933985,-2.4548485,NaN,65.700005,102072.75,NaN,NaN
2018-03-13T15:00:00Z,38.0,58.0,280.86578,279.4343,-1.9528881,-1.1228417,0.0,67.292595,102202.055,307.0,80.0
2018-03-13T18:00:00Z,38.0,58.0,278.20828,278.59253,-1.5061255,0.3622119,0.0,69.97853,102197.24,282.0,43.0
2018-03-13T21:00:00Z,38.0,58.0,276.74078,277.6,-0.5412744,0.25771973,0.0,72.79807,102106.96,249.0,0.0
2018-03-14T00:00:00Z,38.0,58.0,275.58142,276.58194,0.31693357,-0.60461426,0.0,72.3205,102034.4,248.0,0.0
2018-03-14T03:00:00Z,38.0,58.0,276.14584,276.64606,-0.034587402,-0.29394776,0.0,63.386837,102089.33,245.0,10.0
2018-03-14T06:00:00Z,38.0,58.0,290.80002,279.9502,-1.467312,-1.3729272,0.0,48.4,102096.25,247.0,184.0
2018-03-14T09:00:00Z,38.0,58.0,297.5415,282.41385,-2.1390111,-1.9979101,0.0,46.600002,101949.555,269.0,750.0
2018-03-14T12:00:00Z,38.0,58.0,288.3147,281.1,-3.15833,-1.7405028,NaN,52.2,101941.35,NaN,NaN
2018-03-14T15:00:00Z,38.0,58.0,280.5415,279.36108,-2.6147265,-1.2670068,0.0,59.173584,102043.54,270.0,100.0
2018-03-14T18:00:00Z,38.0,58.0,278.74557,278.4,-2.2528052,-0.5827441,0.0,62.08552,102083.88,261.0,48.0
2018-03-14T21:00:00Z,38.0,58.0,277.21997,277.6415,-1.8260278,-0.20963867,0.0,65.45481,102061.04,249.0,0.0
2018-03-15T00:00:00Z,38.0,58.0,276.10016,276.93338,-1.9472193,0.61977535,0.0,69.66018,102018.62,248.0,0.0
2018-03-15T03:00:00Z,38.0,58.0,276.8585,277.8117,-2.1590526,1.5760278,0.0,66.4,102036.305,246.0,10.0
2018-03-15T06:00:00Z,38.0,58.0,292.57843,283.26294,-3.6715648,0.6146802,0.0,46.3,101965.48,250.0,190.0
2018-03-15T09:00:00Z,38.0,58.0,300.4,286.92157,-4.635952,-0.18373778,0.0,39.100002,101766.88,275.0,770.0
2018-03-15T12:00:00Z,38.0,58.0,292.9,287.02158,-5.6669455,-0.23466796,NaN,39.5,101664.63,NaN,NaN
2018-03-15T15:00:00Z,38.0,58.0,283.80002,284.52158,-4.059651,1.3931274,0.0,46.616024,101688.39,276.0,120.0
2018-03-15T18:00:00Z,38.0,58.0,282.49997,284.22156,-2.2180223,2.0900855,0.0,44.01793,101664.28,275.0,62.0
2018-03-15T21:00:00Z,38.0,58.0,280.99997,283.62314,-0.8012793,2.2831714,0.0,41.63608,101511.07,273.0,0.0
2018-03-16T00:00:00Z,38.0,58.0,280.0,283.31235,0.35239744,2.483042,0.0,38.8,101403.16,271.0,0.0
2018-03-16T03:00:00Z,38.0,58.0,280.7,283.91724,0.75433594,2.4911695,0.0,37.5,101406.61,268.0,10.0
2018-03-16T06:00:00Z,38.0,58.0,299.4,290.97195,-1.0334033,1.0448853,0.0,24.6,101335.48,272.0,192.0
2018-03-16T09:00:00Z,38.0,58.0,307.9,294.17966,-2.4260912,0.24364257,0.0,19.7,101166.125,299.0,770.0
2018-03-16T12:00:00Z,38.0,58.0,299.89316,294.9285,-3.8447778,0.023498535,NaN,20.907501,101012.875,NaN,NaN
2018-03-16T15:00:00Z,38.0,58.0,289.99152,291.32706,-2.8509326,1.8762182,0.0,33.89696,101072.664,313.0,120.0
2018-03-16T18:00:00Z,38.0,58.0,288.32285,290.0,-0.78173584,1.6780468,0.0,34.7,101060.47,319.0,60.0
2018-03-16T21:00:00Z,38.0,58.0,286.87408,288.80002,0.064580075,1.4155859,0.0,34.4,100962.555,330.0,0.0
2018-03-17T00:00:00Z,38.0,58.0,285.5568,287.84183,0.75211424,1.0493847,0.0,35.612484,100881.24,325.0,0.0
2018-03-17T03:00:00Z,38.0,58.0,286.27393,287.95294,0.9010229,-0.09310791,0.0,37.537777,100925.86,335.5387,0.0
2018-03-17T06:00:00Z,38.0,58.0,299.91074,291.8231,1.0607202,-3.0939183,0.0,27.782614,100884.05,324.19324,158.0
2018-03-17T09:00:00Z,38.0,58.0,298.50723,290.72702,0.105883785,-3.506604,0.0,33.50465,100755.91,344.0747,470.0
2018-03-17T12:00:00Z,38.0,58.0,290.4,286.40234,2.3259106,-4.2530246,NaN,49.4,100976.53,NaN,NaN
2018-03-17T15:00:00Z,38.0,58.0,285.8542,284.32446,2.2665699,-3.3582933,5.0E-5,68.46338,101148.234,338.0,40.0
2018-03-17T18:00:00Z,38.0,58.0,284.6523,282.8,1.8202343,-3.3850071,1.8999999E-4,86.200005,101281.234,341.0,22.0
2018-03-17T21:00:00Z,38.0,58.0,284.404,282.80002,1.1612842,-2.8494189,2.7999998E-4,86.9,101268.11,353.0,0.0
2018-03-18T00:00:00Z,38.0,58.0,283.77567,282.53546,0.37028074,-2.5813599,1.6E-4,88.3,101328.73,351.0,0.0
2018-03-18T03:00:00Z,38.0,58.0,283.34518,281.97,-0.96226805,-2.2523046,3.0E-5,86.4,101515.65,350.0,0.0
2018-03-18T06:00:00Z,38.0,58.0,288.44614,282.88,-0.8364282,-1.8976977,2.0E-5,74.200005,101577.586,348.0,54.0
2018-03-18T09:00:00Z,38.0,58.0,290.59946,284.2,-1.2250634,-2.0242212,3.0E-5,62.8,101690.55,346.0,230.0
2018-03-18T12:00:00Z,38.0,58.0,289.77554,284.9,-1.40802,-2.6726098,NaN,56.0,101587.6,NaN,NaN
2018-03-18T15:00:00Z,38.0,58.0,284.1879,283.33017,-1.85052,-2.7251709,0.0,62.202454,101767.07,327.0,50.0
2018-03-18T18:00:00Z,38.0,58.0,282.46338,281.9,-1.5311596,-1.456499,0.0,69.0,101841.836,314.0,27.0
2018-03-18T21:00:00Z,38.0,58.0,281.5098,281.3317,-1.4758496,-0.23556396,0.0,71.8,101871.555,305.0,0.0
2018-03-19T00:00:00Z,38.0,58.0,280.60394,280.94217,-1.4957324,0.29742676,0.0,73.57686,101828.18,302.0,0.0
2018-03-19T03:00:00Z,38.0,58.0,280.8585,281.58704,-2.0452466,1.7204297,0.0,68.700005,101962.39,280.65723,10.0
2018-03-19T06:00:00Z,38.0,58.0,293.99707,285.7662,-3.404878,0.5626392,0.0,51.5,101908.36,284.0,170.0
2018-03-19T09:00:00Z,38.0,58.0,302.93893,288.60568,-3.3906763,-1.0515918,0.0,44.8,101802.016,303.0,730.0
2018-03-19T12:00:00Z,38.0,58.0,296.0549,289.11472,-3.8968017,-0.3598828,NaN,41.100002,101693.375,NaN,NaN
2018-03-19T15:00:00Z,38.0,58.0,286.4441,287.09998,-3.571482,1.4982592,0.0,50.9,101705.94,294.0,130.0
2018-03-19T18:00:00Z,38.0,58.0,284.83862,286.33218,-1.4851049,1.7185864,0.0,51.9,101671.32,291.0,66.0
2018-03-19T21:00:00Z,38.0,58.0,283.36008,285.77234,-0.040117186,2.2862597,0.0,50.100002,101548.586,285.0,0.0
2018-03-20T00:00:00Z,38.0,58.0,282.6224,285.83557,0.9166113,2.61958,0.0,48.171993,101471.36,285.0,0.0
2018-03-20T03:00:00Z,38.0,58.0,283.946,286.91486,1.4857886,2.789458,0.0,46.0,101515.305,281.0,10.0
2018-03-20T06:00:00Z,38.0,58.0,301.47333,293.41,0.82969236,0.8779443,0.0,28.300001,101492.445,287.0,192.0
2018-03-20T09:00:00Z,38.0,58.0,309.3116,295.97372,0.27097654,-1.1721777,0.0,19.2,101406.48,326.0,720.0
2018-03-20T12:00:00Z,38.0,58.0,302.5398,296.69098,-0.52255857,-2.1006103,NaN,16.7,101287.23,NaN,NaN
2018-03-20T15:00:00Z,38.0,58.0,290.50726,291.9876,-1.1693677,0.01293457,0.0,29.9,101384.97,305.0,140.0
2018-03-20T18:00:00Z,38.0,58.0,288.30002,290.7895,0.4784619,1.9507738,0.0,29.0,101402.54,300.0,69.0
2018-03-20T21:00:00Z,38.0,58.0,286.7113,290.21204,1.400581,2.2911596,0.0,26.623983,101364.52,292.0,0.0
2018-03-21T00:00:00Z,38.0,58.0,285.6,289.53012,1.7002636,2.7356322,0.0,26.060987,101318.79,289.0,0.0
2018-03-21T03:00:00Z,38.0,58.0,286.5,289.79056,1.6911621,3.0539136,0.0,26.300001,101322.266,282.0,10.0
