time (UTC),latitude (degrees_north),longitude (degrees_east),tmpsfc (K),tmp2m (K),ugrd10m (m s-1),vgrd10m (m s-1),pratesfc (kg m-2 s-1),rh2m (%),prmslmsl (Pa),dlwrfsfc (W m-2),dswrfsfc (W m-2)
2018-01-01T12:00:00Z,38.0,58.0,287.87296,289.52072,-1.6546167,0.96512204,NaN,19.307024,101252.05,NaN,NaN
2018-01-01T15:00:00Z,38.0,58.0,282.3033,285.7168,0.030881347,1.948872,0.0,23.9,101214.586,282.0,10.0
2018-01-01T18:00:00Z,38.0,58.0,280.5808,284.64194,0.5076831,2.110371,0.0,24.1,101047.586,276.63098,10.0
2018-01-01T21:00:00Z,38.0,58.0,279.59222,284.1695,0.8350781,2.2832935,0.0,23.300001,100830.13,269.90836,0.0
2018-01-02T00:00:00Z,38.0,58.0,279.3839,284.2841,1.2253174,2.5776782,0.0,22.5,100611.414,272.3644,0.0
2018-01-02T03:00:00Z,38.0,58.0,278.6,283.83313,1.6241821,2.5137305,0.0,23.053946,100531.59,266.3437,0.0
2018-01-02T06:00:00Z,38.0,58.0,290.3165,289.55222,1.5998046,1.7743798,0.0,17.47966,100500.12,266.2765,70.0
2018-01-02T09:00:00Z,38.0,58.0,297.34644,290.87512,0.59352535,-1.7844336,0.0,15.284644,100296.81,281.84546,450.0
2018-01-02T12:00:00Z,38.0,58.0,286.6906,286.26193,0.100849606,-2.2751977,NaN,22.130644,100466.74,NaN,NaN
2018-01-02T15:00:00Z,38.0,58.0,281.50378,282.6429,1.0845312,-0.5000854,0.0,30.46022,100732.26,298.5423,10.0
2018-01-02T18:00:00Z,38.0,58.0,280.1049,281.883,1.916958,0.86250484,0.0,43.8,100831.32,284.33258,0.0
2018-01-02T21:00:00Z,38.0,58.0,280.8859,282.11838,2.0092847,0.97980225,0.0,52.0,100934.15,307.73273,0.0
2018-01-03T00:00:00Z,38.0,58.0,280.06543,280.87256,0.9356763,0.6440552,0.0,62.774868,100991.31,312.80084,0.0
2018-01-03T03:00:00Z,38.0,58.0,278.61237,279.50998,0.65761715,0.7992041,1.0E-5,74.8,101127.49,307.11197,0.0
2018-01-03T06:00:00Z,38.0,58.0,283.8693,281.45383,-0.27450195,0.7922375,1.8E-5,64.6,101309.336,309.49826,30.0
2018-01-03T09:00:00Z,38.0,58.0,286.82812,282.29123,0.23393066,0.32248536,3.0E-5,57.040432,101310.1,320.0,190.0
2018-01-03T12:00:00Z,38.0,58.0,283.5,282.52798,2.1985986,0.874491,NaN,44.46966,101336.4,NaN,NaN
2018-01-03T15:00:00Z,38.0,58.0,280.61414,281.14005,2.0360472,1.2025696,0.0,52.253822,101547.21,292.0,10.0
2018-01-03T18:00:00Z,38.0,58.0,279.88266,279.90143,0.9577637,0.5876147,2.0E-5,62.500404,101655.58,302.0,10.0
2018-01-03T21:00:00Z,38.0,58.0,278.50122,278.88574,0.5081518,1.5798144,1.9E-5,69.30038,101724.49,300.0,0.0
2018-01-04T00:00:00Z,38.0,58.0,278.36743,278.70258,0.7378638,1.3575268,1.6E-5,69.200005,101755.3,301.02344,0.0
2018-01-04T03:00:00Z,38.0,58.0,277.74524,278.28235,0.8564966,1.5549951,1.0E-5,69.9,101857.94,301.0,0.0
2018-01-04T06:00:00Z,38.0,58.0,285.26434,280.32568,0.84228516,1.4031811,1.0E-5,58.53056,101949.0,290.0,60.0
2018-01-04T09:00:00Z,38.0,58.0,292.9,282.0622,0.2511621,-0.22243652,0.0,50.539375,101815.03,263.0,450.0
2018-01-04T12:00:00Z,38.0,58.0,283.05038,281.48965,-0.9321924,-0.8047534,NaN,51.177563,101785.82,NaN,NaN
2018-01-04T15:00:00Z,38.0,58.0,278.11874,279.0305,-0.7674487,1.531333,0.0,67.25477,101851.75,254.0,10.0
2018-01-04T18:00:00Z,38.0,58.0,276.5213,278.23056,-0.041159667,1.9596484,0.0,65.14069,101816.85,251.0,10.0
2018-01-04T21:00:00Z,38.0,58.0,275.253,277.74243,0.18071045,2.124514,0.0,61.600002,101700.23,244.0,0.0
2018-01-05T00:00:00Z,38.0,58.0,274.25195,277.18655,0.26500976,1.9539623,0.0,59.100002,101545.695,243.0,0.0
2018-01-05T03:00:00Z,38.0,58.0,273.35043,276.70383,-0.039348144,1.8501806,0.0,56.910976,101463.9,241.97656,0.0
2018-01-05T06:00:00Z,38.0,58.0,285.73276,282.91586,-1.010459,1.2347338,0.0,36.261658,101393.2,242.97656,70.0
2018-01-05T09:00:00Z,38.0,58.0,293.04135,285.3459,-2.3093042,-0.045856934,0.0,31.439575,101141.44,259.0,460.0
2018-01-05T12:00:00Z,38.0,58.0,284.08054,283.6981,-2.5787451,-0.5368799,NaN,39.797016,101163.71,NaN,NaN
2018-01-05T15:00:00Z,38.0,58.0,277.8221,279.52765,-0.5286963,0.641936,0.0,52.3,101319.32,252.0,20.0
2018-01-05T18:00:00Z,38.0,58.0,276.24362,278.35022,0.17079833,0.99837154,0.0,51.2,101340.46,251.0,10.0
2018-01-05T21:00:00Z,38.0,58.0,274.98364,277.889,0.7563696,1.2722827,0.0,45.5,101338.98,251.0,0.0
2018-01-06T00:00:00Z,38.0,58.0,273.79443,277.24988,0.99755126,1.1906372,0.0,40.2,101356.9,247.0,0.0
2018-01-06T03:00:00Z,38.0,58.0,272.70364,276.08344,0.70290035,0.7944116,0.0,40.280132,101447.13,242.0,0.0
2018-01-06T06:00:00Z,38.0,58.0,285.75034,283.13068,0.13893798,0.08078125,0.0,26.156103,101564.414,243.0,70.0
2018-01-06T09:00:00Z,38.0,58.0,292.70688,284.63632,-0.4303491,-1.4358593,0.0,25.2,101482.94,257.81235,450.0
2018-01-06T12:00:00Z,38.0,58.0,283.61786,283.12338,-1.3203661,-1.4881665,NaN,34.9266,101612.24,NaN,NaN
2018-01-06T15:00:00Z,38.0,58.0,278.47217,279.53098,-0.040046386,-0.33916992,0.0,51.3,101847.02,270.0,10.0
2018-01-06T18:00:00Z,38.0,58.0,277.76938,278.91055,0.650979,-0.2426001,0.0,53.926483,102016.39,273.0,10.0
2018-01-06T21:00:00Z,38.0,58.0,278.17255,279.14197,1.3594286,0.04770996,0.0,54.219,102170.52,298.0,0.0
2018-01-07T00:00:00Z,38.0,58.0,278.22647,278.85028,1.6862183,1.015852,3.2E-5,60.976715,102332.516,305.0,0.0
2018-01-07T03:00:00Z,38.0,58.0,277.9047,278.40372,1.5190674,0.42587402,1.0E-4,66.46933,102493.12,314.0,0.0
2018-01-07T06:00:00Z,38.0,58.0,280.3039,279.06064,0.4781079,0.4677905,1.0E-4,64.29089,102719.39,314.0,20.0
2018-01-07T09:00:00Z,38.0,58.0,285.5769,279.98438,-0.31394774,-0.88392574,4.0E-5,58.05716,102676.89,300.6762,200.0
2018-01-07T12:00:00Z,38.0,58.0,280.6168,278.5677,-0.91874754,-2.2787597,NaN,73.56328,102796.74,NaN,NaN
2018-01-07T15:00:00Z,38.0,58.0,279.0902,277.71317,-0.6484082,-1.8949413,5.0E-5,81.87326,102996.65,318.0,0.0
2018-01-07T18:00:00Z,38.0,58.0,276.98175,276.73416,-0.0077807615,-1.60677,4.5E-5,85.74482,103080.83,307.0,0.0
2018-01-07T21:00:00Z,38.0,58.0,274.6247,275.21652,0.5982397,-0.6989526,1.0E-5,89.45959,103095.805,272.0,0.0
2018-01-08T00:00:00Z,38.0,58.0,273.37326,274.25256,0.6700879,0.16986571,0.0,87.20967,103155.68,267.0,0.0
2018-01-08T03:00:00Z,38.0,58.0,271.70493,273.1569,0.6134448,0.39204833,0.0,86.35204,103218.45,247.95074,0.0
2018-01-08T06:00:00Z,38.0,58.0,281.72836,276.7292,0.26466796,0.6652075,0.0,64.730354,103281.89,244.0,70.0
2018-01-08T09:00:00Z,38.0,58.0,288.04523,278.62054,0.21708252,-0.19660644,0.0,55.692837,103101.805,250.0,440.0
2018-01-08T12:00:00Z,38.0,58.0,280.69928,277.97592,-1.4090332,-1.1308911,NaN,58.869057,103061.18,NaN,NaN
2018-01-08T15:00:00Z,38.0,58.0,275.38412,275.89725,-1.351936,0.62329835,0.0,71.38922,103190.695,241.0,20.0
2018-01-08T18:00:00Z,38.0,58.0,273.88586,275.20688,-0.3546753,1.7875562,0.0,70.5,103147.766,235.0,10.0
2018-01-08T21:00:00Z,38.0,58.0,272.61078,274.57047,0.01362793,1.7381909,0.0,66.3,103092.12,226.0,0.0
2018-01-09T00:00:00Z,38.0,58.0,271.3736,273.8618,0.044902343,1.5304955,0.0,59.4,103030.086,224.60861,0.0
2018-01-09T03:00:00Z,38.0,58.0,270.7125,273.8512,-0.06617676,1.8479809,0.0,47.7,102970.234,223.8328,0.0
2018-01-09T06:00:00Z,38.0,58.0,282.86423,279.66745,-0.92385495,1.3403125,0.0,27.51486,102931.43,225.17117,70.0
2018-01-09T09:00:00Z,38.0,58.0,290.2509,281.7982,-1.843789,0.2654077,0.0,23.338484,102610.99,235.97269,480.0
2018-01-09T12:00:00Z,38.0,58.0,281.6353,281.4855,-2.166272,0.788374,NaN,27.58061,102366.23,NaN,NaN
2018-01-09T15:00:00Z,38.0,58.0,276.16147,278.5575,0.29012206,2.573518,0.0,31.800001,102321.7,235.94,20.0
2018-01-09T18:00:00Z,38.0,58.0,275.32382,278.5226,1.3783716,3.013496,0.0,27.6,102138.15,235.08685,10.0
2018-01-09T21:00:00Z,38.0,58.0,274.97006,278.67358,2.043513,3.344851,0.0,25.2,102003.305,229.56479,0.0
2018-01-10T00:00:00Z,38.0,58.0,275.56882,279.19806,2.6433203,3.2861156,0.0,25.4,102037.98,234.52612,0.0
2018-01-10T03:00:00Z,38.0,58.0,276.2335,279.43335,3.020249,2.9940038,0.0,29.0,102250.02,263.7394,0.0
2018-01-10T06:00:00Z,38.0,58.0,284.1888,281.0846,2.819375,-3.2469678,0.0,34.05766,102561.07,267.7642,60.0
2018-01-10T09:00:00Z,38.0,58.0,289.33035,281.4585,3.5032666,-3.5115232,0.0,36.21951,102651.336,249.2873,460.0
2018-01-10T12:00:00Z,38.0,58.0,279.8691,276.40475,0.2778662,-3.0901392,NaN,58.526325,102897.11,NaN,NaN
2018-01-10T15:00:00Z,38.0,58.0,275.4242,274.33807,-0.31640503,-1.5257715,1.0E-6,61.108925,103144.75,253.0,20.0
2018-01-10T18:00:00Z,38.0,58.0,274.3564,273.9629,-0.98622435,-0.5173926,1.0E-6,63.3,103229.7,252.0,10.0
2018-01-10T21:00:00Z,38.0,58.0,272.91034,273.38565,-1.3357861,0.21588379,1.0E-6,68.21592,103229.586,254.0,0.0
2018-01-11T00:00:00Z,38.0,58.0,271.37766,272.4703,-0.8943555,0.76932615,0.0,74.01037,103199.89,244.0,0.0
2018-01-11T03:00:00Z,38.0,58.0,270.49118,272.2369,-0.7242285,1.4567333,0.0,73.49142,103125.43,227.0,0.0
2018-01-11T06:00:00Z,38.0,58.0,281.57895,277.12106,-1.9131482,0.7883862,0.0,49.411533,103007.36,227.0,70.0
2018-01-11T09:00:00Z,38.0,58.0,288.69574,279.83356,-2.6777,-0.36104247,0.0,38.70373,102671.22,240.0,470.0
2018-01-11T12:00:00Z,38.0,58.0,280.15878,278.62994,-3.224492,-0.2784326,NaN,40.3,102634.81,NaN,NaN
2018-01-11T15:00:00Z,38.0,58.0,274.77652,276.3426,-0.8573706,1.538711,0.0,47.669945,102688.14,235.0,20.0
2018-01-11T18:00:00Z,38.0,58.0,273.4707,275.8413,0.007680664,1.9021655,0.0,44.760464,102610.0,235.0,10.0
2018-01-11T21:00:00Z,38.0,58.0,272.62888,275.8281,0.3023242,2.2923877,0.0,40.2,102465.3,233.0,0.0
2018-01-12T00:00:00Z,38.0,58.0,272.13168,275.8258,0.5263525,2.3906128,0.0,36.9,102351.33,233.0,0.0
2018-01-12T03:00:00Z,38.0,58.0,272.10165,276.28064,0.7360254,2.7042725,0.0,33.9,102223.37,236.0,0.0
2018-01-12T06:00:00Z,38.0,58.0,283.72958,282.572,0.30665526,2.6113708,0.0,25.0,102099.4,246.0,60.0
2018-01-12T09:00:00Z,38.0,58.0,293.07184,286.30585,-0.4502026,1.6774316,0.0,19.7,101725.56,280.32623,410.0
2018-01-12T12:00:00Z,38.0,58.0,283.19467,283.77264,-0.93055415,0.7364868,NaN,28.655462,101768.98,NaN,NaN
2018-01-12T15:00:00Z,38.0,58.0,278.03305,280.93137,0.9114233,2.727732,0.0,33.06245,101818.43,260.0,20.0
2018-01-12T18:00:00Z,38.0,58.0,277.03488,280.779,1.5731152,2.894414,0.0,29.032743,101810.875,255.14146,10.0
2018-01-12T21:00:00Z,38.0,58.0,275.84512,280.02542,1.6650854,2.5011253,0.0,27.6,101823.695,246.15863,0.0
2018-01-13T00:00:00Z,38.0,58.0,273.96027,277.88943,1.3566895,1.6046996,0.0,31.5,101887.73,244.19035,0.0
2018-01-13T03:00:00Z,38.0,58.0,272.558,276.0108,1.1840967,1.0359057,0.0,36.4,102001.71,240.30064,0.0
2018-01-13T06:00:00Z,38.0,58.0,284.99472,281.6864,0.39417723,-0.07004639,0.0,26.800001,102165.53,240.00703,70.0
2018-01-13T09:00:00Z,38.0,58.0,292.67755,283.5396,-0.5112793,-1.2835766,0.0,25.9,102046.87,252.24698,480.0
2018-01-13T12:00:00Z,38.0,58.0,282.25168,280.47787,-0.85004514,-1.6742333,NaN,35.3,102263.15,NaN,NaN
2018-01-13T15:00:00Z,38.0,58.0,278.8191,278.85666,0.17418213,-0.25903076,0.0,39.9,102538.05,269.77826,20.0
2018-01-13T18:00:00Z,38.0,58.0,276.16818,276.94202,0.15574218,0.3686499,0.0,45.0,102655.336,273.34192,10.0
2018-01-13T21:00:00Z,38.0,58.0,273.59723,275.04745,-0.063181154,0.74556637,0.0,48.8,102664.9,238.80392,0.0
2018-01-14T00:00:00Z,38.0,58.0,272.31506,274.27112,-0.63400877,0.9477856,0.0,49.9,102622.164,237.83188,0.0
2018-01-14T03:00:00Z,38.0,58.0,271.3607,273.8438,-1.0346997,1.0936596,0.0,50.8,102593.766,233.42354,0.0
2018-01-14T06:00:00Z,38.0,58.0,283.13928,279.06158,-2.199043,0.2558081,0.0,36.2,102555.46,234.06067,70.0
2018-01-14T09:00:00Z,38.0,58.0,290.13745,281.2908,-3.1414282,-0.6992651,0.0,33.8,102245.125,244.91687,480.0
2018-01-14T12:00:00Z,38.0,58.0,281.09787,279.35977,-3.160796,-0.82217526,NaN,41.717846,102278.92,NaN,NaN
2018-01-14T15:00:00Z,38.0,58.0,275.3198,276.56345,-1.8129834,0.08895264,0.0,50.0,102303.29,237.82152,20.0
2018-01-14T18:00:00Z,38.0,58.0,273.43417,274.90594,-1.4166186,0.11500488,0.0,57.4,102251.07,234.92711,10.0
2018-01-14T21:00:00Z,38.0,58.0,272.04355,273.70972,-1.2459142,0.2805835,0.0,62.3,102156.73,230.87213,0.0
2018-01-15T00:00:00Z,38.0,58.0,270.66434,272.4093,-1.1267041,0.20542236,0.0,67.0,102021.57,229.96153,0.0
2018-01-15T03:00:00Z,38.0,58.0,269.55316,270.99338,-0.82465816,0.14803955,0.0,74.6,102038.02,225.86012,0.0
2018-01-15T06:00:00Z,38.0,58.0,280.8147,274.68777,-1.4975073,-0.6431616,0.0,56.600002,102077.11,225.25072,70.0
2018-01-15T09:00:00Z,38.0,58.0,286.15012,276.00302,-1.1160058,-1.7511572,0.0,54.0,101986.85,245.75299,440.0
2018-01-15T12:00:00Z,38.0,58.0,277.13428,273.2007,-1.7569213,-1.215022,NaN,68.702995,102402.2,NaN,NaN
2018-01-15T15:00:00Z,38.0,58.0,274.35764,272.3545,-1.2497241,-1.3236548,3.0E-5,71.62063,102634.266,284.98868,10.0
2018-01-15T18:00:00Z,38.0,58.0,272.79285,271.60434,-0.80853516,-1.203313,2.0E-5,73.5,102729.46,275.94424,10.0
2018-01-15T21:00:00Z,38.0,58.0,271.5995,270.9426,-0.6395434,-1.135581,1.0E-5,76.6,102744.945,255.44818,0.0
2018-01-16T00:00:00Z,38.0,58.0,271.1037,270.41705,-0.64755857,-1.0885546,1.0E-5,81.5,102763.664,262.93622,0.0
2018-01-16T03:00:00Z,38.0,58.0,271.1138,270.13477,-0.731416,-1.1188159,2.5E-5,84.700005,102828.6,280.54254,0.0
2018-01-16T06:00:00Z,38.0,58.0,276.61398,271.1982,-1.2839428,-1.4025756,3.0E-5,79.700005,102884.234,280.64307,40.0
2018-01-16T09:00:00Z,38.0,58.0,282.94247,272.76318,-1.415205,-1.8956738,1.0E-5,72.4,102706.02,279.52927,350.0
2018-01-16T12:00:00Z,38.0,58.0,276.00702,272.3417,-1.4465845,-1.8571606,NaN,67.200005,102678.98,NaN,NaN
2018-01-16T15:00:00Z,38.0,58.0,271.83432,271.06442,-1.4278003,-0.82895505,0.0,68.4,102752.15,257.32132,20.0
2018-01-16T18:00:00Z,38.0,58.0,270.2943,270.73346,-0.96796143,0.19328125,0.0,66.4,102690.164,246.6714,10.0
2018-01-16T21:00:00Z,38.0,58.0,269.15497,269.96777,-0.67245847,0.4224829,0.0,67.1,102588.96,224.70439,0.0
2018-01-17T00:00:00Z,38.0,58.0,267.47192,268.96826,-0.700227,0.60077393,0.0,73.4,102498.87,224.89014,0.0
2018-01-17T03:00:00Z,38.0,58.0,267.46814,269.1422,-0.90265626,0.8781982,1.0E-6,75.4,102459.98,227.27727,0.0
2018-01-17T06:00:00Z,38.0,58.0,278.7594,274.1122,-2.0065234,0.43162596,1.0E-6,53.600002,102401.22,232.34277,70.0
2018-01-17T09:00:00Z,38.0,58.0,286.21628,276.8591,-2.7948656,-0.43109375,0.0,46.0648,102181.04,238.0,480.0
2018-01-17T12:00:00Z,38.0,58.0,278.2657,276.63724,-3.5668566,-0.22916748,NaN,45.0,102092.16,NaN,NaN
2018-01-17T15:00:00Z,38.0,58.0,272.50424,274.0416,-0.94365233,1.6286303,0.0,51.4,102198.68,229.80676,20.0
2018-01-17T18:00:00Z,38.0,58.0,271.0357,273.178,-0.060354,1.7707348,0.0,50.100002,102167.44,228.0,10.0
2018-01-17T21:00:00Z,38.0,58.0,270.24606,273.09485,0.45533812,2.0848072,0.0,46.8,102078.21,224.0,0.0
2018-01-18T00:00:00Z,38.0,58.0,269.628,272.93582,0.7284741,2.0911767,0.0,46.8,101982.89,223.0,0.0
2018-01-18T03:00:00Z,38.0,58.0,269.11392,272.83282,0.6283203,2.136294,0.0,47.0,101956.0,223.46902,0.0
2018-01-18T06:00:00Z,38.0,58.0,282.21042,279.17044,-0.107707515,1.1839697,0.0,32.3,101897.34,227.95215,70.0
2018-01-18T09:00:00Z,38.0,58.0,289.68054,281.67355,-1.5114795,-0.18013915,0.0,29.7,101692.56,255.0,450.0
2018-01-18T12:00:00Z,38.0,58.0,282.24722,281.85614,-2.1751146,0.29104248,NaN,30.9,101613.98,NaN,NaN
2018-01-18T15:00:00Z,38.0,58.0,275.72238,278.39932,0.43193358,2.7785082,0.0,37.4,101673.29,240.0,30.0
2018-01-18T18:00:00Z,38.0,58.0,275.1031,278.38364,1.1238989,3.1811352,0.0,37.3,101662.85,240.0,10.0
2018-01-18T21:00:00Z,38.0,58.0,274.74762,278.5439,1.4672656,3.4936693,0.0,36.7,101569.21,238.34277,0.0
2018-01-19T00:00:00Z,38.0,58.0,274.69064,278.84418,1.7356298,3.8576415,0.0,34.5,101487.484,239.0,0.0
2018-01-19T03:00:00Z,38.0,58.0,274.69427,279.18747,1.8128662,3.9983447,0.0,31.9,101510.086,239.0,0.0
2018-01-19T06:00:00Z,38.0,58.0,286.50894,284.75372,1.4892017,3.4840088,0.0,23.733957,101544.375,241.0,80.0
2018-01-19T09:00:00Z,38.0,58.0,295.80594,288.56946,0.37722167,2.532124,0.0,17.249105,101367.69,259.19324,500.0
2018-01-19T12:00:00Z,38.0,58.0,287.04343,287.60092,0.29693115,2.4237854,NaN,19.283146,101358.71,NaN,NaN
2018-01-19T15:00:00Z,38.0,58.0,280.28763,283.54666,1.4857812,3.555918,0.0,23.2,101488.0,252.0,30.0
2018-01-19T18:00:00Z,38.0,58.0,279.19556,283.15332,1.8572314,3.7558422,0.0,20.7,101474.68,250.0,10.0
2018-01-19T21:00:00Z,38.0,58.0,278.29968,282.85724,1.76125,3.7979858,0.0,18.6,101433.016,244.0,0.0
2018-01-20T00:00:00Z,38.0,58.0,277.368,282.40393,1.688147,3.546179,0.0,17.5,101354.7,243.0,0.0
2018-01-20T03:00:00Z,38.0,58.0,276.26804,281.65323,1.3305615,3.0466187,0.0,18.1,101328.79,243.5673,0.0
2018-01-20T06:00:00Z,38.0,58.0,288.9725,287.29758,0.8476416,2.1903636,0.0,16.13598,101300.99,244.66432,80.0
2018-01-20T09:00:00Z,38.0,58.0,298.30273,289.67447,0.015483398,-0.6831128,0.0,15.149253,101194.8,263.0,510.0
2018-01-20T12:00:00Z,38.0,58.0,288.26266,287.93,0.3527539,-1.6716284,NaN,16.6,101254.734,NaN,NaN
2018-01-20T15:00:00Z,38.0,58.0,280.232,282.3534,1.9095923,-0.53765136,0.0,22.946676,101538.77,259.85623,30.0
2018-01-20T18:00:00Z,38.0,58.0,280.70566,281.71893,1.2673999,-0.12978028,0.0,36.100002,101708.93,275.97626,10.0
2018-01-20T21:00:00Z,38.0,58.0,279.67142,280.45444,0.8606152,0.56141114,0.0,50.5,101843.39,305.6679,0.0
2018-01-21T00:00:00Z,38.0,58.0,278.98376,279.97256,1.1642284,0.85373044,0.0,61.3,101925.15,306.70227,0.0
2018-01-21T03:00:00Z,38.0,58.0,277.94293,279.11734,1.0380468,0.94683105,0.0,68.6,102037.77,305.1192,0.0
2018-01-21T06:00:00Z,38.0,58.0,282.83316,280.9402,0.1189624,0.6547778,0.0,61.100002,102164.87,305.82178,30.0
2018-01-21T09:00:00Z,38.0,58.0,286.7215,281.53104,-0.13274413,-0.3290576,1.0E-5,59.18531,102100.72,310.19962,190.0
2018-01-21T12:00:00Z,38.0,58.0,284.5201,282.00577,-1.7952979,-1.2250171,NaN,60.440228,101990.195,NaN,NaN
2018-01-21T15:00:00Z,38.0,58.0,278.29178,279.09067,-1.1061791,-0.12599121,0.0,74.0,102112.17,270.84674,30.0
2018-01-21T18:00:00Z,38.0,58.0,276.36,278.1649,-0.418396,1.5803076,0.0,73.6,102126.5,264.26572,10.0
2018-01-21T21:00:00Z,38.0,58.0,275.249,277.8216,0.022004394,2.1468701,0.0,66.5,102103.15,251.67316,0.0
2018-01-22T00:00:00Z,38.0,58.0,274.22482,277.30762,0.45794433,1.9934887,0.0,60.0,102128.625,250.2247,0.0
2018-01-22T03:00:00Z,38.0,58.0,273.49057,277.22104,0.4442236,2.1779199,0.0,53.5,102164.65,246.9253,0.0
2018-01-22T06:00:00Z,38.0,58.0,286.78287,283.5227,-0.196333,1.9723266,0.0,33.361084,102145.58,246.9253,80.0
2018-01-22T09:00:00Z,38.0,58.0,295.42883,286.1238,-1.749834,0.8554321,0.0,27.800001,101885.23,262.7904,510.0
2018-01-22T12:00:00Z,38.0,58.0,286.9313,285.98996,-2.9567332,1.2447803,NaN,28.14332,101774.375,NaN,NaN
2018-01-22T15:00:00Z,38.0,58.0,279.97128,282.46545,-0.048154294,3.0607324,0.0,35.446907,101793.664,256.14612,30.0
2018-01-22T18:00:00Z,38.0,58.0,278.7804,282.12988,0.73139405,3.310725,0.0,34.100002,101625.52,254.0,20.0
2018-01-22T21:00:00Z,38.0,58.0,278.81717,282.5123,1.1656982,3.5483618,0.0,32.4,101409.64,257.0,0.0
2018-01-23T00:00:00Z,38.0,58.0,278.83694,282.83743,1.5738989,3.4819872,0.0,31.2,101248.5,265.0,0.0
2018-01-23T03:00:00Z,38.0,58.0,278.0117,282.4999,1.8316089,3.3181372,0.0,30.5,101191.25,259.0,0.0
2018-01-23T06:00:00Z,38.0,58.0,290.01172,287.6554,1.5598559,2.4964232,0.0,22.300001,101157.305,259.0,80.0
2018-01-23T09:00:00Z,38.0,58.0,299.74072,290.18527,0.37721923,0.22278808,0.0,17.390074,101043.586,270.0,520.0
2018-01-23T12:00:00Z,38.0,58.0,289.21274,288.51318,-0.83554196,-0.7251733,NaN,21.198843,101057.805,NaN,NaN
2018-01-23T15:00:00Z,38.0,58.0,280.95148,283.2597,0.56772214,1.441958,0.0,30.4,101243.19,259.0,30.0
2018-01-23T18:00:00Z,38.0,58.0,279.065,282.33826,0.97353023,1.8621191,0.0,29.2,101255.96,255.0747,20.0
2018-01-23T21:00:00Z,38.0,58.0,277.68405,281.5968,1.1519946,2.0686328,0.0,27.0,101293.68,249.0,0.0
2018-01-24T00:00:00Z,38.0,58.0,276.4724,280.7754,1.15729,2.0143409,0.0,23.7,101295.25,248.21143,0.0
2018-01-24T03:00:00Z,38.0,58.0,274.91467,279.26944,0.7667163,1.5843091,0.0,22.601633,101377.055,247.79263,0.0
2018-01-24T06:00:00Z,38.0,58.0,289.29135,286.38654,0.36317137,0.51021,0.0,14.557502,101526.24,247.2294,80.0
2018-01-24T09:00:00Z,38.0,58.0,297.72104,288.0853,-0.6978711,-1.3357593,0.0,13.836772,101506.99,261.0,520.0
2018-01-24T12:00:00Z,38.0,58.0,288.22113,286.8911,-1.0214453,-1.9657006,NaN,17.112583,101544.36,NaN,NaN
2018-01-24T15:00:00Z,38.0,58.0,279.99164,281.63336,-0.03481445,-0.026064452,0.0,29.09577,101751.68,259.15305,30.0
2018-01-24T18:00:00Z,38.0,58.0,277.86432,280.11105,0.37250486,0.27539062,0.0,30.617746,101866.1,255.83038,20.0
2018-01-24T21:00:00Z,38.0,58.0,276.09442,278.7723,0.7481128,0.2335913,0.0,31.948446,101976.96,251.15721,0.0
2018-01-25T00:00:00Z,38.0,58.0,274.54935,277.56638,0.96416503,-0.035461426,0.0,32.884308,102069.086,249.1127,0.0
2018-01-25T03:00:00Z,38.0,58.0,273.3564,276.3877,0.82669675,-0.14656737,0.0,37.663876,102208.016,245.40198,0.0
2018-01-25T06:00:00Z,38.0,58.0,287.6042,282.98944,-0.10309814,-0.6497387,0.0,24.9,102335.695,246.38528,82.0
2018-01-25T09:00:00Z,38.0,58.0,295.138,284.66672,-1.0366113,-1.8583838,0.0,25.0,102244.914,261.38528,510.0
2018-01-25T12:00:00Z,38.0,58.0,285.98816,283.08334,-1.362417,-2.0865502,NaN,34.9,102295.586,NaN,NaN
2018-01-25T15:00:00Z,38.0,58.0,278.38562,279.11768,-0.4325708,-0.28306884,0.0,51.46983,102404.77,252.22261,30.0
2018-01-25T18:00:00Z,38.0,58.0,276.32068,277.59348,-0.3192798,-0.019428711,0.0,57.600002,102455.14,249.8888,20.0
2018-01-25T21:00:00Z,38.0,58.0,274.54733,276.31955,-0.5706567,0.14396729,0.0,62.600002,102453.055,244.25325,0.0
2018-01-26T00:00:00Z,38.0,58.0,273.26486,275.3055,-0.8121753,0.34280762,0.0,63.7,102396.35,242.9306,0.0
2018-01-26T03:00:00Z,38.0,58.0,272.21182,274.66803,-1.1434106,0.58147705,0.0,62.420315,102417.87,239.91809,0.0
2018-01-26T06:00:00Z,38.0,58.0,285.29208,279.80508,-1.8340503,-0.64918214,0.0,41.059322,102423.4,240.1851,83.0
2018-01-26T09:00:00Z,38.0,58.0,289.73788,280.20044,-1.9381347,-1.7149218,0.0,40.7,102284.07,266.03345,440.0
2018-01-26T12:00:00Z,38.0,58.0,281.98605,278.53088,-2.1902685,-1.0881299,NaN,43.0,102347.48,NaN,NaN
2018-01-26T15:00:00Z,38.0,58.0,275.9617,276.79984,-2.2220044,0.1503833,0.0,48.0,102402.88,250.63156,30.0
2018-01-26T18:00:00Z,38.0,58.0,274.1223,275.33008,-2.196184,0.24545653,0.0,41.5,102440.65,244.63956,10.0
2018-01-26T21:00:00Z,38.0,58.0,272.78864,273.97183,-2.1439087,0.22124267,0.0,35.7,102504.15,233.418,0.0
